blockgroup,assigned_location
560019635002,1288968840
560019635002,1373483090
560019635002,1288970530
560019635002,1288968839
560019635002,1288968347
560019635002,1288970537
560019635002,1373483090
560019635002,1373483090
560019635002,1288968347
560019635002,1288968347
560019635002,1288970535
560019635002,1373483090
560019635002,1288970534
560019635002,1288968347
560019635002,1288968347
560019635002,1288970532
560019635002,1288968348
560019635002,1288968839
560019635002,1288968347
560019635002,1288970530
560019635002,1288970534
560019635002,1288968347
560019635002,1288968839
560019635002,1288968292
560019635002,1288968335
560019635002,1373483148
560019635002,1373483148
560019635002,1288968839
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1373483148
560019635002,1288968839
560019635002,1373483090
560019635002,1373483090
560019635002,1288970537
560019635002,1288968839
560019635002,1373483090
560019635002,1288970535
560019635002,1288968335
560019635002,1373483148
560019635002,1373483090
560019635002,1373483090
560019635002,1288970537
560019635002,1288970535
560019635002,1288970531
560019635002,1373483090
560019635002,1288968839
560019635002,1288968350
560019635002,1288968321
560019635002,1373483090
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1288970537
560019635002,1288970531
560019635002,1288968347
560019635002,1373483090
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1288968348
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1373483090
560019635002,1288970532
560019635002,1288970534
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968348
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968321
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968840
560019635002,1373483090
560019635002,1373483090
560019635002,1288968840
560019635002,1288968321
560019635002,1288968321
560019635002,1288968350
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1373483090
560019635002,1288968840
560019635002,1373483090
560019635002,1373483090
560019635002,1288968348
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968347
560019635002,1288968321
560019635002,1288968321
560019635002,1288970535
560019635002,1288967185
560019635002,1373483090
560019635002,1288970531
560019635002,1288968336
560019635002,1288968839
560019635002,1373483090
560019635002,1373483090
560019635002,1288967185
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288970531
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968336
560019635002,1373483090
560019635002,1288970531
560019635002,1288970537
560019635002,1288968336
560019635002,1288970531
560019635002,1288968347
560019635002,1288968840
560019635002,1288970533
560019635002,1288968350
560019635002,1373483090
560019635002,1373483090
560019635002,1288968350
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968839
560019635002,1373483090
560019635002,1373483148
560019635002,1288968348
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968839
560019635002,1373483090
560019635002,1373483090
560019635002,1288970532
560019635002,1288968335
560019635002,1373483148
560019635002,1373483090
560019635002,1288968840
560019635002,1288968336
560019635002,1288970533
560019635002,1373483090
560019635002,1373483148
560019635002,1373483090
560019635002,1288968347
560019635002,1288970535
560019635002,1288968347
560019635002,1373483090
560019635002,1288970537
560019635002,1288968292
560019635002,1288968840
560019635002,1288968347
560019635002,1288968336
560019635002,1288968840
560019635002,1373483090
560019635002,1288968336
560019635002,1288970531
560019635002,1288970535
560019635002,1373483090
560019635002,1373483090
560019635002,1288970534
560019635002,1288968336
560019635002,1373483090
560019635002,1373483148
560019635002,1373483148
560019635002,1288970537
560019635002,1288968336
560019635002,1288970529
560019635002,1288968321
560019635002,1373483090
560019635002,1288968839
560019635002,1373483148
560019635002,1373483090
560019635002,1288968347
560019635002,1288968336
560019635002,1288970531
560019635002,1288968840
560019635002,1373483090
560019635002,1288968292
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968321
560019635002,1288970535
560019635002,1373483090
560019635002,1373483090
560019635002,1288968321
560019635002,1288968839
560019635002,1288970537
560019635002,1288968321
560019635002,1373483090
560019635002,1288968321
560019635002,1288968839
560019635002,1288968839
560019635002,1288968292
560019635002,1288968347
560019635002,1373483090
560019635002,1373483090
560019635002,1288970530
560019635002,1288970532
560019635002,1373483090
560019635002,1288970536
560019635002,1288968321
560019635002,1373483148
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1288968321
560019635002,1288968347
560019635002,1288968336
560019635002,1288968347
560019635002,1373483090
560019635002,1288968321
560019635002,1373483090
560019635002,1288968321
560019635002,1288968321
560019635002,1288968350
560019635002,1288968350
560019635002,1288968350
560019635002,1288970533
560019635002,1288968336
560019635002,1373483090
560019635002,1288968347
560019635002,1288968350
560019635002,1288968347
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968347
560019635002,1288968350
560019635002,1373483090
560019635002,1288970537
560019635002,1373483090
560019635002,1288968321
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288970536
560019635002,1373483090
560019635002,1288968839
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1288970532
560019635002,1288968347
560019635002,1288968292
560019635002,1288970537
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968347
560019635002,1288968350
560019635002,1288968347
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1288970537
560019635002,1373483090
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1288968347
560019635002,1288968292
560019635002,1373483090
560019635002,1288968321
560019635002,1373483090
560019635002,1373483090
560019635002,1288968336
560019635002,1288970531
560019635002,1288968321
560019635002,1373483090
560019635002,1288970532
560019635002,1373483090
560019635002,1288970535
560019635002,1373483090
560019635002,1288970534
560019635002,1373483090
560019635002,1288970530
560019635002,1373483090
560019635002,1288968321
560019635002,1288967185
560019635002,1288968840
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968321
560019635002,1288968335
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968321
560019635002,1288968347
560019635002,1288968336
560019635002,1373483090
560019635002,1288970534
560019635002,1373483090
560019635002,1288968347
560019635002,1288968347
560019635002,1373483090
560019635002,1373483148
560019635002,1373483090
560019635002,1288970536
560019635002,1373483090
560019635002,1373483090
560019635002,1288968292
560019635002,1373483090
560019635002,1373483090
560019635002,1288968839
560019635002,1373483090
560019635002,1288968292
560019635002,1288968347
560019635002,1288968839
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288968292
560019635002,1288968347
560019635002,1373483090
560019635002,1288970537
560019635002,1373483090
560019635002,1288970528
560019635002,1288970534
560019635002,1373483090
560019635002,1288968347
560019635002,1288968347
560019635002,1373483090
560019635002,1288968348
560019635002,1373483148
560019635002,1373483090
560019635002,1288970535
560019635002,1288968347
560019635002,1288968321
560019635002,1288968321
560019635002,1288968839
560019635002,1288968336
560019635002,1288968348
560019635002,1288970528
560019635002,1373483090
560019635002,1288968839
560019635002,1373483090
560019635002,1288968347
560019635002,1373483090
560019635002,1373483090
560019635002,1373483148
560019635002,1373483090
560019635002,1288970536
560019635002,1288968347
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1288970534
560019635002,1288970528
560019635002,1288968336
560019635002,1288970528
560019635002,1288970533
560019635002,1288968321
560019635002,1288970533
560019635002,1288968336
560019635002,1288968321
560019635002,1373483090
560019635002,1373483090
560019635002,1288968292
560019635002,1288970537
560019635002,1288968347
560019635002,1288968347
560019635002,1288968840
560019635002,1288968336
560019635002,1288968348
560019635002,1288968292
560019635002,1373483090
560019635002,1373483090
560019635002,1288968348
560019635002,1288968336
560019635002,1373483090
560019635002,1288970536
560019635002,1288968350
560019635002,1288968347
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
560019635002,1373483090
